,Disease,ID,Symptoms
2910,Swollen glands,284,"cytomegalovirus (CMV) – a common virus spread through bodily fluids, such as saliva and urine"
2911,Swollen glands,284,tuberculosis (TB) – a bacterial infection spread that causes a persistent cough
2912,Swollen glands,284,syphilis – a bacterial infection usually caught by having sex with someone who is infected
2913,Swollen glands,284,cat scratch disease – a bacterial infection caused by a scratch from an infected cat
2914,Swollen glands,284,HIV – a virus that attacks the immune system and weakens your ability to fight infections
2915,Swollen glands,284,"lupus – where the immune system starts to attack the body's joints, skin, blood cells and organs"
2916,Swollen glands,284,rheumatoid arthritis – where the immune system starts to attack the tissue lining the joints
2917,Swollen glands,284,"sarcoidosis – where small patches of red and swollen tissue, called granulomas, develop in the organs of the body"
2918,Syphilis,285,are a man who has sex with men
2919,Syphilis,285,have had sex overseas
2920,Syphilis,285,have had multiple sexual partners
2921,Syphilis,285,"unprotected vaginal, anal or oral sex (without a condom)"
2922,Syphilis,285,kissing or licking the anus
2923,Syphilis,285,sharing sex toys that aren't washed or covered with a new condom each time they're used
2924,Syphilis,285,"your genitals coming into contact with your partner's genitals – this means you can get syphilis from someone even if there is no penetration, orgasm or ejaculation"
2925,Syphilis,285,penis
2926,Syphilis,285,vagina
2927,Syphilis,285,anus
2928,Syphilis,285,rectum
2929,Syphilis,285,tongue
2930,Syphilis,285,lips
2931,Syphilis,285,"a non-itchy skin rash appearing anywhere on the body, but commonly on the palms of the hands or soles of the feet"
2932,Syphilis,285,tiredness
2933,Syphilis,285,headaches
2934,Syphilis,285,swollen lymph glands
2935,Syphilis,285,fever
2936,Syphilis,285,weight loss
2937,Syphilis,285,patchy hair loss
2938,Syphilis,285,joint pains
2939,Syphilis,285,stroke
2940,Syphilis,285,dementia
2941,Syphilis,285,loss of co-ordination
2942,Syphilis,285,numbness
2943,Syphilis,285,paralysis
2944,Syphilis,285,blindness
2945,Syphilis,285,deafness
2946,Syphilis,285,heart disease
2947,Syphilis,285,skin rashes
2948,Testicular cancer,286,a dull ache in the scrotum
2949,Testicular cancer,286,a feeling of heaviness in the scrotum
2950,Testicular cancer,286,seminomas – which have become more common in the last 20 years and now account for 50 to 55% of testicular cancers
2951,Testicular cancer,286,"non-seminomas – which account for most of the rest and include teratomas, embryonal carcinomas, choriocarcinomas and yolk sac tumours"
2952,Testicular cancer,286,Leydig cell tumours – which account for around 1 to 3% of cases
2953,Testicular cancer,286,Sertoli cell tumours – which account for around 1% of cases
2954,Testicular cancer,286,lymphoma – which accounts for around 4% of cases
2955,Testicular cancer: Teenagers and young adults,287,null
2956,Testicular lumps and swellings,288,"sexually transmitted infections (STIs), such as chlamydia and gonorrhoea"
2957,Testicular lumps and swellings,288,urinary tract infections (UTIs)
2958,Testicular lumps and swellings,288,mumps
2959,Testicular lumps and swellings,288,"a sudden, severe pain in one of your testicles"
2960,Testicular lumps and swellings,288,swelling of the scrotum
2961,Testicular lumps and swellings,288,nausea
2962,Testicular lumps and swellings,288,vomiting
2963,Testicular lumps and swellings,288,abdominal (tummy) pain
2964,Testicular lumps and swellings,288,painless (although some people do experience pain or discomfort)
2965,Testicular lumps and swellings,288,solid and firm
2966,Testicular lumps and swellings,288,not tender to touch
2967,Symptom may not be a bullet point,289,null
2968,Threadworms,290,null
2969,Thrush,291,null
2970,Thyroid cancer,292,unexplained hoarseness that lasts for more than a few weeks
2971,Thyroid cancer,292,a sore throat or difficulty swallowing that doesn't get better
2972,Thyroid cancer,292,a lump elsewhere in your neck
2973,Thyroid cancer,292,triiodothyronine – known as T3
2974,Thyroid cancer,292,thyroxine – known as T4
2975,Thyroid cancer,292,calcitonin
2976,Thyroid cancer,292,"papillary carcinoma – this is the most common type, accounting for about 6 out of 10 (60%) cases; it usually affects people under the age of 40, particularly women"
2977,Thyroid cancer,292,follicular carcinoma – accounts for around 3 out of 20 (15%) cases of thyroid cancer and tends to affect older adults
2978,Thyroid cancer,292,"medullary thyroid carcinoma – accounts for between 5 and 8 out of every 100 diagnosed cases (5% to 8%); unlike the other types of thyroid cancer, medullary thyroid carcinoma can run in families"
2979,Thyroid cancer,292,"anaplastic thyroid carcinoma – this is the rarest and most aggressive type of thyroid cancer, accounting for less than 1 in 20 thyroid cancers; it usually affects older people over the age of 60"
2980,Thyroid cancer,292,having a benign (non-cancerous) thyroid condition
2981,Thyroid cancer,292,having a family history of thyroid cancer (in the case of medullary thyroid cancer)
2982,Thyroid cancer,292,having a bowel condition known as familial adenomatous polyposis
2983,Thyroid cancer,292,acromegaly – a rare condition where the body produces too much growth hormone
2984,Thyroid cancer,292,having a previous benign (non-cancerous) breast condition
2985,Thyroid cancer,292,weight and height
2986,Thyroid cancer,292,radiation exposure
2987,Thyroid cancer: Teenagers and young adults,293,a doctor who specialises in thyroid problems (endocrinologist)
2988,Thyroid cancer: Teenagers and young adults,293,a surgeon who specialises in thyroid surgery
2989,Thyroid cancer: Teenagers and young adults,293,a pathologist who looks at blood and tissue samples to diagnose diseases
2990,Thyroid cancer: Teenagers and young adults,293,a cancer specialist (oncologist)
2991,Thyroid cancer: Teenagers and young adults,293,an X-ray specialist (radiologist)
2992,Thyroid cancer: Teenagers and young adults,293,a clinical nurse specialist
2993,Thyroid cancer: Teenagers and young adults,293,a chest
2994,Thyroid cancer: Teenagers and young adults,293,X-ray to check your lungs
2995,Thyroid cancer: Teenagers and young adults,293,"a CT, MRI or PET scan"
2996,Thyroid cancer: Teenagers and young adults,293,a radioisotope scan
2997,Thyroid cancer: Teenagers and young adults,293,signs and symptoms of thyroid cancer
2998,Thyroid cancer: Teenagers and young adults,293,treating thyroid cancer
2999,Tinnitus,294,an earwax build-up that blocks the ear
3000,Tinnitus,294,a middle ear infection
3001,Tinnitus,294,glue ear – a build-up of fluid in the middle ear
3002,Tinnitus,294,a perforated eardrum
3003,Tinnitus,294,Ménière's disease – a condition that also causes hearing loss and vertigo (a spinning sensation)
3004,Tinnitus,294,otosclerosis – an inherited condition where an abnormal bone growth in the middle ear causes hearing loss
3005,Tinnitus,294,a head injury
3006,Tinnitus,294,"exposure to a sudden or very loud noise, such as an explosion or gunfire"
3007,Tinnitus,294,anaemia – a reduced number of red blood cells that can sometimes cause the blood to thin and circulate so rapidly that it produces a sound
3008,Tinnitus,294,"reactions to certain medications, such as some chemotherapy medicines, antibiotics, diuretics, non-steroidal anti-inflammatory drugs (NSAIDs) and aspirin (this is more likely to occur at very high doses)"
3009,Tinnitus,294,acoustic neuroma – a rare non-cancerous growth that affects the hearing nerve in the inner ear
3010,Tinnitus,294,high blood pressure (hypertension) and narrowing of the arteries (atherosclerosis)
3011,Tinnitus,294,an overactive thyroid gland (hyperthyroidism) or underactive thyroid gland (hypothyroidism)
3012,Tinnitus,294,diabetes
3013,Tinnitus,294,Paget's disease – where the normal cycle of bone renewal and repair is disrupted
3014,Tonsillitis,295,"staying away from public places, such as work, school or nursery, until your GP says it's safe to return (usually after the symptoms have passed)"
3015,Tonsillitis,295,coughing and sneezing into a tissue and disposing of the tissue
3016,Tonsillitis,295,"washing hands before eating, after going to the toilet and, if possible, after coughing and sneezing"
3017,Tonsillitis,295,taking paracetamol or ibuprofen to help relieve pain
3018,Tonsillitis,295,drinking plenty of fluids
3019,Tonsillitis,295,getting plenty of rest
3020,Tonsillitis,295,you've had several severe episodes of tonsillitis over a long period of time
3021,Tonsillitis,295,repeated episodes are disrupting normal activities
3022,Tonsillitis,295,a middle ear infection (otitis media) – where fluid between the eardrum and inner ear becomes infected by bacteria
3023,Tonsillitis,295,quinsy (peritonsillar abscess) – an abscess (collection of pus) that develops between one of the tonsils and the wall of the throat
3024,Tonsillitis,295,"obstructive sleep apnoea (OSA) – where the walls of the throat relax during sleep, which causes breathing difficulties and poor sleep"
3025,Tonsillitis,295,scarlet fever – a condition that causes a distinctive pink-red skin rash
3026,Tonsillitis,295,"rheumatic fever – this causes widespread inflammation throughout the body, leading to symptoms such as joint pain, rashes and jerky body movements"
3027,Tonsillitis,295,glomerulonephritis – an infection (swelling) of the filters in the kidneys that can cause vomiting and a loss of appetite
3028,Symptom may not be a bullet point,296,null
3029,Symptom may not be a bullet point,297,null
3030,Transient ischaemic attack (TIA),298,"Face – the face might drop on one side, the person may not be able to smile or their mouth may have dropped, and their eyelid may droop"
3031,Transient ischaemic attack (TIA),298,Arms – the person may not be able to lift both arms and keep them there because of arm weakness or numbness in one arm
3032,Transient ischaemic attack (TIA),298,"Speech – they might slur their speech or it might be garbled, or the person may not be able to talk at all despite appearing to be awake"
3033,Transient ischaemic attack (TIA),298,Time – it’s time to phone 999 immediately if you see any of these signs or symptoms
